fixture,config,c,status,nchol,c_mu,resid,e_1e,e_hf,e_x,e_hartree,e_rpa,de_hf,de_x,de_hartree,de_rpa,ref,sel_impl
paw,baseline,4,INCOMPLETE,,,,,,,,,,,,,,
paw,baseline,6,ok,96,6.0,0.2838047757035283,2.4247791874228724,-1.5573389007391771,-2.138375935948665,0.581037035209488,-0.2079013040688882,0.0055482654209986215,0.0686163358632852,-0.06306807044228657,0.021708519085575445,thc_ref,chol_metric_impl
paw,baseline,8,ok,128,8.0,0.09061366779957394,2.424779187422938,-1.5484060504638093,-2.1921601279541187,0.6437540774903094,-0.22596478955344243,0.014481115696366453,0.014832143857831603,-0.00035102816146515003,0.0036450336010212248,thc_ref,chol_metric_impl
paw,baseline,10,ok,160,10.0,0.024943653298372497,2.424779187422905,-1.564343666217188,-2.202875593130515,0.6385319269133272,-0.22896658964197275,-0.0014565000570121445,0.004116678681435282,-0.005573178738447426,0.0006432335124909039,thc_ref,chol_metric_impl
paw,baseline,12,ok,192,12.0,0.005057100034232034,2.424779187422938,-1.5616109313642825,-2.2033471237526188,0.6417361923883362,-0.22925954322185033,0.0012762347958932274,0.003645148059331582,-0.0023689132634383547,0.0003502799326133288,thc_ref,chol_metric_impl
paw,f050,4,ok,64,4.0,0.6028873437364177,2.4247791874229723,-1.326740631129772,-1.9042074036057386,0.5774667724759666,-0.16916411951061663,0.23614653503040373,0.30278486820621175,-0.06663833317580803,0.06044570364384702,thc_ref,chol_metric_impl
paw,f050,6,ok,96,6.0,0.26689916956217236,2.4247791874229727,-1.5073235921576478,-2.0928286422652524,0.5855050501076047,-0.20935568255601983,0.05556357400252798,0.1141636295466979,-0.058600055544169916,0.020254140598443826,thc_ref,chol_metric_impl
paw,f050,8,ok,128,8.0,0.08586034366581781,2.4247791874229723,-1.5525128337382266,-2.167957116307793,0.6154442825695665,-0.22665530484737956,0.010374332421949184,0.03903515550415726,-0.028660823082208076,0.0029545183070840975,thc_ref,chol_metric_impl
paw,f050,10,ok,160,10.0,0.027472126193908417,2.4247791874229687,-1.562502935708611,-2.202653820701393,0.6401508849927817,-0.22929814505657822,0.00038423045156465996,0.0043384511105575285,-0.0039542206589928686,0.00031167809788543166,thc_ref,chol_metric_impl
paw,f050,12,ok,192,12.0,0.0035308222792322223,2.4247791874229283,-1.562350311115899,-2.2039038325608193,0.6415535214449204,-0.2293226350481833,0.0005368550442768072,0.0030884392511310033,-0.002551584206854196,0.00028718810628036717,thc_ref,chol_metric_impl
