 -5.0000E+00  2.2441E+00  2.2266E+00  1.1516E+00  1.1487E+00
 -4.9500E+00  2.2331E+00  2.2157E+00  1.1498E+00  1.1468E+00
 -4.9000E+00  2.2220E+00  2.2048E+00  1.1479E+00  1.1450E+00
 -4.8500E+00  2.2109E+00  2.1938E+00  1.1460E+00  1.1431E+00
 -4.8000E+00  2.1998E+00  2.1827E+00  1.1441E+00  1.1412E+00
 -4.7500E+00  2.1886E+00  2.1716E+00  1.1422E+00  1.1393E+00
 -4.7000E+00  2.1773E+00  2.1605E+00  1.1402E+00  1.1373E+00
 -4.6500E+00  2.1660E+00  2.1493E+00  1.1383E+00  1.1353E+00
 -4.6000E+00  2.1546E+00  2.1380E+00  1.1363E+00  1.1333E+00
 -4.5500E+00  2.1432E+00  2.1267E+00  1.1342E+00  1.1313E+00
 -4.5000E+00  2.1317E+00  2.1153E+00  1.1322E+00  1.1292E+00
 -4.4500E+00  2.1202E+00  2.1039E+00  1.1301E+00  1.1271E+00
 -4.4000E+00  2.1086E+00  2.0924E+00  1.1280E+00  1.1250E+00
 -4.3500E+00  2.0969E+00  2.0808E+00  1.1258E+00  1.1228E+00
 -4.3000E+00  2.0852E+00  2.0692E+00  1.1236E+00  1.1206E+00
 -4.2500E+00  2.0734E+00  2.0576E+00  1.1214E+00  1.1184E+00
 -4.2000E+00  2.0616E+00  2.0458E+00  1.1192E+00  1.1161E+00
 -4.1500E+00  2.0497E+00  2.0340E+00  1.1169E+00  1.1139E+00
 -4.1000E+00  2.0377E+00  2.0222E+00  1.1146E+00  1.1115E+00
 -4.0500E+00  2.0257E+00  2.0103E+00  1.1122E+00  1.1092E+00
 -4.0000E+00  2.0136E+00  1.9983E+00  1.1099E+00  1.1068E+00
 -3.9500E+00  2.0015E+00  1.9862E+00  1.1074E+00  1.1044E+00
 -3.9000E+00  1.9892E+00  1.9741E+00  1.1050E+00  1.1019E+00
 -3.8500E+00  1.9769E+00  1.9620E+00  1.1025E+00  1.0994E+00
 -3.8000E+00  1.9646E+00  1.9497E+00  1.1000E+00  1.0969E+00
 -3.7500E+00  1.9522E+00  1.9374E+00  1.0974E+00  1.0943E+00
 -3.7000E+00  1.9396E+00  1.9250E+00  1.0948E+00  1.0917E+00
 -3.6500E+00  1.9271E+00  1.9125E+00  1.0921E+00  1.0890E+00
 -3.6000E+00  1.9144E+00  1.9000E+00  1.0894E+00  1.0863E+00
 -3.5500E+00  1.9017E+00  1.8874E+00  1.0867E+00  1.0836E+00
 -3.5000E+00  1.8889E+00  1.8747E+00  1.0839E+00  1.0808E+00
 -3.4500E+00  1.8760E+00  1.8620E+00  1.0811E+00  1.0779E+00
 -3.4000E+00  1.8631E+00  1.8491E+00  1.0782E+00  1.0750E+00
 -3.3500E+00  1.8500E+00  1.8362E+00  1.0752E+00  1.0721E+00
 -3.3000E+00  1.8369E+00  1.8232E+00  1.0723E+00  1.0691E+00
 -3.2500E+00  1.8237E+00  1.8101E+00  1.0692E+00  1.0661E+00
 -3.2000E+00  1.8104E+00  1.7970E+00  1.0661E+00  1.0630E+00
 -3.1500E+00  1.7970E+00  1.7837E+00  1.0630E+00  1.0598E+00
 -3.1000E+00  1.7836E+00  1.7704E+00  1.0598E+00  1.0566E+00
 -3.0500E+00  1.7700E+00  1.7570E+00  1.0565E+00  1.0534E+00
 -3.0000E+00  1.7564E+00  1.7435E+00  1.0532E+00  1.0500E+00
 -2.9500E+00  1.7427E+00  1.7299E+00  1.0498E+00  1.0467E+00
 -2.9000E+00  1.7289E+00  1.7162E+00  1.0464E+00  1.0432E+00
 -2.8500E+00  1.7149E+00  1.7024E+00  1.0429E+00  1.0397E+00
 -2.8000E+00  1.7009E+00  1.6885E+00  1.0393E+00  1.0361E+00
 -2.7500E+00  1.6868E+00  1.6745E+00  1.0357E+00  1.0325E+00
 -2.7000E+00  1.6726E+00  1.6605E+00  1.0319E+00  1.0287E+00
 -2.6500E+00  1.6583E+00  1.6463E+00  1.0282E+00  1.0249E+00
 -2.6000E+00  1.6439E+00  1.6320E+00  1.0243E+00  1.0211E+00
 -2.5500E+00  1.6294E+00  1.6176E+00  1.0203E+00  1.0171E+00
 -2.5000E+00  1.6147E+00  1.6031E+00  1.0163E+00  1.0131E+00
 -2.4500E+00  1.6000E+00  1.5885E+00  1.0122E+00  1.0090E+00
 -2.4000E+00  1.5851E+00  1.5738E+00  1.0080E+00  1.0047E+00
 -2.3500E+00  1.5702E+00  1.5590E+00  1.0037E+00  1.0005E+00
 -2.3000E+00  1.5551E+00  1.5440E+00  9.9932E-01  9.9606E-01
 -2.2500E+00  1.5399E+00  1.5289E+00  9.9484E-01  9.9158E-01
 -2.2000E+00  1.5245E+00  1.5138E+00  9.9026E-01  9.8700E-01
 -2.1500E+00  1.5091E+00  1.4984E+00  9.8558E-01  9.8231E-01
 -2.1000E+00  1.4935E+00  1.4830E+00  9.8079E-01  9.7752E-01
 -2.0500E+00  1.4778E+00  1.4674E+00  9.7589E-01  9.7262E-01
 -2.0000E+00  1.4620E+00  1.4517E+00  9.7088E-01  9.6761E-01
 -1.9500E+00  1.4460E+00  1.4359E+00  9.6575E-01  9.6247E-01
 -1.9000E+00  1.4299E+00  1.4199E+00  9.6050E-01  9.5722E-01
 -1.8500E+00  1.4136E+00  1.4038E+00  9.5512E-01  9.5184E-01
 -1.8000E+00  1.3972E+00  1.3876E+00  9.4960E-01  9.4632E-01
 -1.7500E+00  1.3807E+00  1.3712E+00  9.4395E-01  9.4067E-01
 -1.7000E+00  1.3640E+00  1.3546E+00  9.3816E-01  9.3488E-01
 -1.6500E+00  1.3471E+00  1.3379E+00  9.3222E-01  9.2894E-01
 -1.6000E+00  1.3301E+00  1.3210E+00  9.2613E-01  9.2284E-01
 -1.5500E+00  1.3129E+00  1.3040E+00  9.1988E-01  9.1659E-01
 -1.5000E+00  1.2956E+00  1.2868E+00  9.1346E-01  9.1017E-01
 -1.4500E+00  1.2781E+00  1.2695E+00  9.0687E-01  9.0358E-01
 -1.4000E+00  1.2604E+00  1.2519E+00  9.0009E-01  8.9681E-01
 -1.3500E+00  1.2425E+00  1.2342E+00  8.9313E-01  8.8985E-01
 -1.3000E+00  1.2245E+00  1.2163E+00  8.8598E-01  8.8270E-01
 -1.2500E+00  1.2063E+00  1.1983E+00  8.7862E-01  8.7534E-01
 -1.2000E+00  1.1879E+00  1.1800E+00  8.7105E-01  8.6777E-01
 -1.1500E+00  1.1692E+00  1.1615E+00  8.6326E-01  8.5998E-01
 -1.1000E+00  1.1504E+00  1.1428E+00  8.5523E-01  8.5196E-01
 -1.0500E+00  1.1314E+00  1.1240E+00  8.4696E-01  8.4370E-01
 -1.0000E+00  1.1121E+00  1.1049E+00  8.3844E-01  8.3519E-01
 -9.5000E-01  1.0927E+00  1.0856E+00  8.2966E-01  8.2641E-01
 -9.0000E-01  1.0730E+00  1.0660E+00  8.2060E-01  8.1736E-01
 -8.5000E-01  1.0531E+00  1.0463E+00  8.1125E-01  8.0801E-01
 -8.0000E-01  1.0329E+00  1.0263E+00  8.0160E-01  7.9837E-01
 -7.5000E-01  1.0126E+00  1.0060E+00  7.9163E-01  7.8841E-01
 -7.0000E-01  9.9191E-01  9.8556E-01  7.8134E-01  7.7812E-01
 -6.5000E-01  9.7101E-01  9.6481E-01  7.7069E-01  7.6749E-01
 -6.0000E-01  9.4984E-01  9.4379E-01  7.5968E-01  7.5649E-01
 -5.5000E-01  9.2840E-01  9.2250E-01  7.4828E-01  7.4511E-01
 -5.0000E-01  9.0667E-01  9.0093E-01  7.3649E-01  7.3333E-01
 -4.5000E-01  8.8466E-01  8.7907E-01  7.2427E-01  7.2113E-01
 -4.0000E-01  8.6235E-01  8.5691E-01  7.1162E-01  7.0849E-01
 -3.5000E-01  8.3972E-01  8.3444E-01  6.9850E-01  6.9539E-01
 -3.0000E-01  8.1678E-01  8.1165E-01  6.8489E-01  6.8181E-01
 -2.5000E-01  7.9351E-01  7.8853E-01  6.7077E-01  6.6771E-01
 -2.0000E-01  7.6990E-01  7.6508E-01  6.5612E-01  6.5308E-01
 -1.5000E-01  7.4594E-01  7.4127E-01  6.4090E-01  6.3789E-01
 -1.0000E-01  7.2162E-01  7.1709E-01  6.2509E-01  6.2211E-01
 -5.0000E-02  6.9692E-01  6.9254E-01  6.0866E-01  6.0570E-01
 -4.1633E-16  6.7183E-01  6.6761E-01  5.9157E-01  5.8865E-01
  5.0000E-02  6.4635E-01  6.4227E-01  5.7380E-01  5.7092E-01
  1.0000E-01  6.2044E-01  6.1651E-01  5.5531E-01  5.5247E-01
  1.5000E-01  5.9411E-01  5.9032E-01  5.3607E-01  5.3327E-01
  2.0000E-01  5.6732E-01  5.6369E-01  5.1604E-01  5.1329E-01
  2.5000E-01  5.4007E-01  5.3658E-01  4.9519E-01  4.9248E-01
